cliente_id,timestamp,consumo,unidad,medidor_id
CLI-003,2026-05-14 18:00:00,478.05,kWh,MTR-003
CLI-001,2026-05-14 19:00:00,555.78,kWh,MTR-001
CLI-002,2026-05-14 19:00:00,596.99,kWh,MTR-002
CLI-003,2026-05-14 19:00:00,358.75,kWh,MTR-003
CLI-001,2026-05-14 20:00:00,535.6,kWh,MTR-001
CLI-002,2026-05-14 20:00:00,615.31,kWh,MTR-002
CLI-003,2026-05-14 20:00:00,335.04,kWh,MTR-003
CLI-001,2026-05-14 21:00:00,511.43,kWh,MTR-001
CLI-002,2026-05-14 21:00:00,614.47,kWh,MTR-002
CLI-003,2026-05-14 21:00:00,341.83,kWh,MTR-003
CLI-001,2026-05-14 22:00:00,73.75,kWh,MTR-001
CLI-002,2026-05-14 22:00:00,607.31,kWh,MTR-002
CLI-003,2026-05-14 22:00:00,337.54,kWh,MTR-003
CLI-001,2026-05-14 23:00:00,77.32,kWh,MTR-001
CLI-002,2026-05-14 23:00:00,630.7,kWh,MTR-002
CLI-003,2026-05-14 23:00:00,339.97,kWh,MTR-003
CLI-001,2026-05-15 00:00:00,66.05,kWh,MTR-001
CLI-002,2026-05-15 00:00:00,625.07,kWh,MTR-002
CLI-003,2026-05-15 00:00:00,322.96,kWh,MTR-003
CLI-001,2026-05-15 01:00:00,71.98,kWh,MTR-001
CLI-002,2026-05-15 01:00:00,610.46,kWh,MTR-002
CLI-003,2026-05-15 01:00:00,347.67,kWh,MTR-003
CLI-001,2026-05-15 02:00:00,79.77,kWh,MTR-001
CLI-002,2026-05-15 02:00:00,637.69,kWh,MTR-002
CLI-003,2026-05-15 02:00:00,345.53,kWh,MTR-003
CLI-001,2026-05-15 03:00:00,79.22,kWh,MTR-001
CLI-002,2026-05-15 03:00:00,599.85,kWh,MTR-002
CLI-003,2026-05-15 03:00:00,321.77,kWh,MTR-003
CLI-001,2026-05-15 04:00:00,76.94,kWh,MTR-001
CLI-002,2026-05-15 04:00:00,627.69,kWh,MTR-002
CLI-003,2026-05-15 04:00:00,,kWh,MTR-003
CLI-001,2026-05-15 05:00:00,66.47,kWh,MTR-001
CLI-002,2026-05-15 05:00:00,611.32,kWh,MTR-002
CLI-003,2026-05-15 05:00:00,343.01,kWh,MTR-003
CLI-001,2026-05-15 06:00:00,571.29,kWh,MTR-001
CLI-002,2026-05-15 06:00:00,616.2,kWh,MTR-002
CLI-003,2026-05-15 06:00:00,333.8,kWh,MTR-003
CLI-001,2026-05-15 07:00:00,548.36,kWh,MTR-001
CLI-002,2026-05-15 07:00:00,584.8,kWh,MTR-002
CLI-003,2026-05-15 07:00:00,450.02,kWh,MTR-003
CLI-001,2026-05-15 08:00:00,496.55,kWh,MTR-001
CLI-002,2026-05-15 08:00:00,478.86,kWh,MTR-002
CLI-003,2026-05-15 08:00:00,456.76,kWh,MTR-003
CLI-001,2026-05-15 09:00:00,489.21,kWh,MTR-001
CLI-002,2026-05-15 09:00:00,417.99,kWh,MTR-002
CLI-003,2026-05-15 09:00:00,481.67,kWh,MTR-003
CLI-001,2026-05-15 10:00:00,492.81,kWh,MTR-001
CLI-002,2026-05-15 10:00:00,438.2,kWh,MTR-002
CLI-003,2026-05-15 10:00:00,461.59,kWh,MTR-003
CLI-001,2026-05-15 11:00:00,482.34,kWh,MTR-001
CLI-002,2026-05-15 11:00:00,321.72,kWh,MTR-002
CLI-003,2026-05-15 11:00:00,469.36,kWh,MTR-003
CLI-001,2026-05-15 12:00:00,544.7,kWh,MTR-001
CLI-002,2026-05-15 12:00:00,273.72,kWh,MTR-002
CLI-003,2026-05-15 12:00:00,461.77,kWh,MTR-003
CLI-001,2026-05-15 13:00:00,549.01,kWh,MTR-001
CLI-002,2026-05-15 13:00:00,352.12,kWh,MTR-002
CLI-003,2026-05-15 13:00:00,468.92,kWh,MTR-003
CLI-001,2026-05-15 14:00:00,529.39,kWh,MTR-001
CLI-002,2026-05-15 14:00:00,414.05,kWh,MTR-002
CLI-003,2026-05-15 14:00:00,442.41,kWh,MTR-003
CLI-001,2026-05-15 15:00:00,504.43,kWh,MTR-001
CLI-002,2026-05-15 15:00:00,434.58,kWh,MTR-002
CLI-003,2026-05-15 15:00:00,452.03,kWh,MTR-003
CLI-001,2026-05-15 16:00:00,530.84,kWh,MTR-001
CLI-002,2026-05-15 16:00:00,458.67,kWh,MTR-002
CLI-003,2026-05-15 16:00:00,458.79,kWh,MTR-003
CLI-001,2026-05-15 17:00:00,516.08,kWh,MTR-001
CLI-002,2026-05-15 17:00:00,545.76,kWh,MTR-002
CLI-003,2026-05-15 17:00:00,496.52,kWh,MTR-003
CLI-001,2026-05-15 18:00:00,519.6,kWh,MTR-001
CLI-002,2026-05-15 18:00:00,604.09,kWh,MTR-002
CLI-003,2026-05-15 18:00:00,457.03,kWh,MTR-003
CLI-001,2026-05-15 19:00:00,540.88,kWh,MTR-001
CLI-002,2026-05-15 19:00:00,594.24,kWh,MTR-002
CLI-003,2026-05-15 19:00:00,326.73,kWh,MTR-003
CLI-001,2026-05-15 20:00:00,539.4,kWh,MTR-001
CLI-002,2026-05-15 20:00:00,613.48,kWh,MTR-002
CLI-003,2026-05-15 20:00:00,324.57,kWh,MTR-003
CLI-001,2026-05-15 21:00:00,545.86,kWh,MTR-001
CLI-002,2026-05-15 21:00:00,632.58,kWh,MTR-002
CLI-003,2026-05-15 21:00:00,348.76,kWh,MTR-003
CLI-001,2026-05-15 22:00:00,84.74,kWh,MTR-001
CLI-002,2026-05-15 22:00:00,633.1,kWh,MTR-002
CLI-003,2026-05-15 22:00:00,-92.9,kWh,MTR-003
CLI-001,2026-05-15 23:00:00,68.71,kWh,MTR-001
CLI-002,2026-05-15 23:00:00,605.73,kWh,MTR-002
CLI-003,2026-05-15 23:00:00,351.03,kWh,MTR-003
CLI-001,2026-05-16 00:00:00,80.27,kWh,MTR-001
CLI-002,2026-05-16 00:00:00,599.54,kWh,MTR-002
CLI-003,2026-05-16 00:00:00,345.31,kWh,MTR-003
CLI-001,2026-05-16 01:00:00,63.48,kWh,MTR-001
CLI-002,2026-05-16 01:00:00,589.49,kWh,MTR-002
CLI-003,2026-05-16 01:00:00,334.03,kWh,MTR-003
CLI-001,2026-05-16 02:00:00,73.47,kWh,MTR-001
CLI-002,2026-05-16 02:00:00,624.28,kWh,MTR-002
CLI-003,2026-05-16 02:00:00,330.69,kWh,MTR-003
CLI-001,2026-05-16 03:00:00,84.64,kWh,MTR-001
CLI-002,2026-05-16 03:00:00,581.67,kWh,MTR-002
CLI-003,2026-05-16 03:00:00,351.43,kWh,MTR-003
CLI-001,2026-05-16 04:00:00,84.81,kWh,MTR-001
CLI-002,2026-05-16 04:00:00,583.88,kWh,MTR-002
CLI-003,2026-05-16 04:00:00,329.99,kWh,MTR-003
CLI-001,2026-05-16 05:00:00,80.71,kWh,MTR-001
CLI-002,2026-05-16 05:00:00,622.34,kWh,MTR-002
CLI-003,2026-05-16 05:00:00,343.1,kWh,MTR-003
CLI-001,2026-05-16 06:00:00,573.14,kWh,MTR-001
CLI-002,2026-05-16 06:00:00,619.35,kWh,MTR-002
CLI-003,2026-05-16 06:00:00,323.72,kWh,MTR-003
CLI-001,2026-05-16 07:00:00,562.26,kWh,MTR-001
CLI-002,2026-05-16 07:00:00,518.7,kWh,MTR-002
CLI-003,2026-05-16 07:00:00,320.1,kWh,MTR-003
CLI-001,2026-05-16 08:00:00,538.62,kWh,MTR-001
CLI-002,2026-05-16 08:00:00,464.74,kWh,MTR-002
CLI-003,2026-05-16 08:00:00,322.53,kWh,MTR-003
CLI-001,2026-05-16 09:00:00,497.43,kWh,MTR-001
CLI-002,2026-05-16 09:00:00,420.4,kWh,MTR-002
CLI-003,2026-05-16 09:00:00,333.51,kWh,MTR-003
CLI-001,2026-05-16 10:00:00,525.29,kWh,MTR-001
CLI-002,2026-05-16 10:00:00,350.68,kWh,MTR-002
CLI-003,2026-05-16 10:00:00,323.98,kWh,MTR-003
CLI-001,2026-05-16 11:00:00,516.77,kWh,MTR-001
CLI-002,2026-05-16 11:00:00,33803.85,kWh,MTR-002
CLI-003,2026-05-16 11:00:00,328.09,kWh,MTR-003
CLI-001,2026-05-16 12:00:00,490.55,kWh,MTR-001
CLI-002,2026-05-16 12:00:00,270.8,kWh,MTR-002
CLI-003,2026-05-16 12:00:00,346.18,kWh,MTR-003
CLI-001,2026-05-16 13:00:00,509.75,kWh,MTR-001
CLI-002,2026-05-16 13:00:00,341.06,kWh,MTR-002
CLI-003,2026-05-16 13:00:00,347.98,kWh,MTR-003
CLI-001,2026-05-16 14:00:00,532.44,kWh,MTR-001
CLI-002,2026-05-16 14:00:00,347.0,kWh,MTR-002
CLI-003,2026-05-16 14:00:00,329.05,kWh,MTR-003
CLI-001,2026-05-16 15:00:00,480.74,kWh,MTR-001
CLI-002,2026-05-16 15:00:00,404.76,kWh,MTR-002
CLI-003,2026-05-16 15:00:00,325.29,kWh,MTR-003
CLI-001,2026-05-16 16:00:00,510.65,kWh,MTR-001
CLI-002,2026-05-16 16:00:00,459.81,kWh,MTR-002
CLI-003,2026-05-16 16:00:00,325.49,kWh,MTR-003
CLI-001,2026-05-16 17:00:00,540.25,kWh,MTR-001
CLI-002,2026-05-16 17:00:00,586.2,kWh,MTR-002
CLI-003,2026-05-16 17:00:00,320.34,kWh,MTR-003
CLI-001,2026-05-16 18:00:00,515.21,kWh,MTR-001
CLI-002,2026-05-16 18:00:00,618.97,kWh,MTR-002
CLI-003,2026-05-16 18:00:00,336.47,kWh,MTR-003
CLI-001,2026-05-16 19:00:00,548.8,kWh,MTR-001
CLI-002,2026-05-16 19:00:00,582.03,kWh,MTR-002
CLI-003,2026-05-16 19:00:00,343.58,kWh,MTR-003
CLI-001,2026-05-16 20:00:00,557.06,kWh,MTR-001
CLI-002,2026-05-16 20:00:00,584.79,kWh,MTR-002
CLI-003,2026-05-16 20:00:00,323.37,kWh,MTR-003
CLI-001,2026-05-16 21:00:00,528.0,kWh,MTR-001
CLI-002,2026-05-16 21:00:00,629.53,kWh,MTR-002
CLI-003,2026-05-16 21:00:00,353.92,kWh,MTR-003
CLI-001,2026-05-16 22:00:00,67.54,kWh,MTR-001
CLI-002,2026-05-16 22:00:00,610.67,kWh,MTR-002
CLI-003,2026-05-16 22:00:00,331.82,kWh,MTR-003
CLI-001,2026-05-16 23:00:00,82.45,kWh,MTR-001
CLI-002,2026-05-16 23:00:00,609.64,kWh,MTR-002
CLI-003,2026-05-16 23:00:00,339.98,kWh,MTR-003
CLI-001,2026-05-17 00:00:00,40.57,kWh,MTR-001
CLI-002,2026-05-17 00:00:00,644.08,kWh,MTR-002
CLI-003,2026-05-17 00:00:00,325.28,kWh,MTR-003
CLI-001,2026-05-17 01:00:00,41.37,kWh,MTR-001
CLI-002,2026-05-17 01:00:00,622.81,kWh,MTR-002
CLI-003,2026-05-17 01:00:00,358.18,kWh,MTR-003
CLI-001,2026-05-17 02:00:00,30.33,kWh,MTR-001
CLI-002,2026-05-17 02:00:00,593.35,kWh,MTR-002
CLI-003,2026-05-17 02:00:00,322.42,kWh,MTR-003
CLI-001,2026-05-17 03:00:00,40.13,kWh,MTR-001
CLI-002,2026-05-17 03:00:00,610.07,kWh,MTR-002
CLI-003,2026-05-17 03:00:00,348.07,kWh,MTR-003
CLI-001,2026-05-17 04:00:00,40.73,kWh,MTR-001
CLI-002,2026-05-17 04:00:00,594.42,kWh,MTR-002
CLI-003,2026-05-17 04:00:00,340.45,kWh,MTR-003
CLI-001,2026-05-17 05:00:00,46.16,kWh,MTR-001
CLI-002,2026-05-17 05:00:00,602.35,kWh,MTR-002
CLI-003,2026-05-17 05:00:00,353.38,kWh,MTR-003
CLI-001,2026-05-17 06:00:00,31.32,kWh,MTR-001
CLI-002,2026-05-17 06:00:00,626.1,kWh,MTR-002
CLI-003,2026-05-17 06:00:00,322.32,kWh,MTR-003
CLI-001,2026-05-17 07:00:00,38.69,kWh,MTR-001
CLI-002,2026-05-17 07:00:00,554.4,kWh,MTR-002
CLI-003,2026-05-17 07:00:00,349.63,kWh,MTR-003
CLI-001,2026-05-17 08:00:00,44.16,kWh,MTR-001
CLI-002,2026-05-17 08:00:00,427.65,kWh,MTR-002
CLI-003,2026-05-17 08:00:00,351.32,kWh,MTR-003
CLI-001,2026-05-17 09:00:00,33.34,kWh,MTR-001
CLI-002,2026-05-17 09:00:00,460.23,kWh,MTR-002
CLI-003,2026-05-17 09:00:00,350.86,kWh,MTR-003
CLI-001,2026-05-17 10:00:00,46.14,kWh,MTR-001
CLI-002,2026-05-17 10:00:00,328.15,kWh,MTR-002
CLI-003,2026-05-17 10:00:00,323.08,kWh,MTR-003
CLI-001,2026-05-17 11:00:00,37.2,kWh,MTR-001
CLI-002,2026-05-17 11:00:00,372.32,kWh,MTR-002
CLI-003,2026-05-17 11:00:00,324.12,kWh,MTR-003
CLI-001,2026-05-17 12:00:00,44.46,kWh,MTR-001
CLI-002,2026-05-17 12:00:00,396.6,kWh,MTR-002
CLI-003,2026-05-17 12:00:00,329.78,kWh,MTR-003
CLI-001,2026-05-17 13:00:00,37.66,kWh,MTR-001
CLI-002,2026-05-17 13:00:00,343.88,kWh,MTR-002
CLI-003,2026-05-17 13:00:00,356.56,kWh,MTR-003
CLI-001,2026-05-17 14:00:00,38.39,kWh,MTR-001
CLI-002,2026-05-17 14:00:00,352.03,kWh,MTR-002
CLI-003,2026-05-17 14:00:00,323.12,kWh,MTR-003
CLI-001,2026-05-17 15:00:00,40.04,kWh,MTR-001
CLI-002,2026-05-17 15:00:00,374.93,kWh,MTR-002
CLI-003,2026-05-17 15:00:00,358.16,kWh,MTR-003
CLI-001,2026-05-17 16:00:00,39.3,kWh,MTR-001
CLI-002,2026-05-17 16:00:00,510.98,kWh,MTR-002
CLI-003,2026-05-17 16:00:00,320.32,kWh,MTR-003
CLI-001,2026-05-17 17:00:00,41.28,kWh,MTR-001
CLI-002,2026-05-17 17:00:00,550.81,kWh,MTR-002
CLI-003,2026-05-17 17:00:00,339.73,kWh,MTR-003
CLI-001,2026-05-17 18:00:00,33.91,kWh,MTR-001
CLI-002,2026-05-17 18:00:00,628.23,kWh,MTR-002
CLI-003,2026-05-17 18:00:00,320.26,kWh,MTR-003
CLI-001,2026-05-17 19:00:00,34.66,kWh,MTR-001
CLI-002,2026-05-17 19:00:00,633.77,kWh,MTR-002
CLI-003,2026-05-17 19:00:00,26088.63,kWh,MTR-003
CLI-001,2026-05-17 20:00:00,46.98,kWh,MTR-001
CLI-002,2026-05-17 20:00:00,582.28,kWh,MTR-002
CLI-003,2026-05-17 20:00:00,329.53,kWh,MTR-003
CLI-001,2026-05-17 21:00:00,31.2,kWh,MTR-001
CLI-001,2026-05-17 21:00:00,31.46,kWh,MTR-001
CLI-002,2026-05-17 21:00:00,581.51,kWh,MTR-002
CLI-003,2026-05-17 21:00:00,355.89,kWh,MTR-003
CLI-001,2026-05-17 22:00:00,44.02,kWh,MTR-001
CLI-002,2026-05-17 22:00:00,643.22,kWh,MTR-002
CLI-003,2026-05-17 22:00:00,323.82,kWh,MTR-003
CLI-001,2026-05-17 23:00:00,46.4,kWh,MTR-001
CLI-002,2026-05-17 23:00:00,614.75,kWh,MTR-002
CLI-003,2026-05-17 23:00:00,358.57,kWh,MTR-003
CLI-001,2026-05-18 00:00:00,66.52,kWh,MTR-001
CLI-002,2026-05-18 00:00:00,631.06,kWh,MTR-002
CLI-003,2026-05-18 00:00:00,349.41,kWh,MTR-003
CLI-001,2026-05-18 01:00:00,66.8,kWh,MTR-001
CLI-002,2026-05-18 01:00:00,589.19,kWh,MTR-002
CLI-003,2026-05-18 01:00:00,343.39,kWh,MTR-003
CLI-001,2026-05-18 02:00:00,64.11,kWh,MTR-001
CLI-002,2026-05-18 02:00:00,603.46,kWh,MTR-002
CLI-003,2026-05-18 02:00:00,358.59,kWh,MTR-003
CLI-001,2026-05-18 03:00:00,67.71,kWh,MTR-001
CLI-002,2026-05-18 03:00:00,583.39,kWh,MTR-002
CLI-003,2026-05-18 03:00:00,347.44,kWh,MTR-003
CLI-001,2026-05-18 04:00:00,77.42,kWh,MTR-001
CLI-002,2026-05-18 04:00:00,633.51,kWh,MTR-002
CLI-003,2026-05-18 04:00:00,323.65,kWh,MTR-003
CLI-001,2026-05-18 05:00:00,68.89,kWh,MTR-001
CLI-002,2026-05-18 05:00:00,622.4,kWh,MTR-002
CLI-003,2026-05-18 05:00:00,359.63,kWh,MTR-003
CLI-001,2026-05-18 06:00:00,572.35,kWh,MTR-001
CLI-002,2026-05-18 06:00:00,627.37,kWh,MTR-002
CLI-003,2026-05-18 06:00:00,338.48,kWh,MTR-003
CLI-001,2026-05-18 07:00:00,551.18,kWh,MTR-001
CLI-002,2026-05-18 07:00:00,550.04,kWh,MTR-002
CLI-003,2026-05-18 07:00:00,479.11,kWh,MTR-003
CLI-001,2026-05-18 08:00:00,531.57,kWh,MTR-001
CLI-002,2026-05-18 08:00:00,442.29,kWh,MTR-002
CLI-003,2026-05-18 08:00:00,464.65,kWh,MTR-003
CLI-002,2026-05-18 09:00:00,458.54,kWh,MTR-002
CLI-003,2026-05-18 09:00:00,458.48,kWh,MTR-003
CLI-002,2026-05-18 10:00:00,328.61,kWh,MTR-002
CLI-003,2026-05-18 10:00:00,449.2,kWh,MTR-003
CLI-002,2026-05-18 11:00:00,389.4,kWh,MTR-002
CLI-003,2026-05-18 11:00:00,468.0,kWh,MTR-003
CLI-002,2026-05-18 12:00:00,279.11,kWh,MTR-002
CLI-003,2026-05-18 12:00:00,484.3,kWh,MTR-003
CLI-002,2026-05-18 13:00:00,338.3,kWh,MTR-002
CLI-003,2026-05-18 13:00:00,486.58,kWh,MTR-003
CLI-002,2026-05-18 14:00:00,320.9,kWh,MTR-002
CLI-003,2026-05-18 14:00:00,467.09,kWh,MTR-003
CLI-002,2026-05-18 15:00:00,487.32,kWh,MTR-002
CLI-003,2026-05-18 15:00:00,470.15,kWh,MTR-003
CLI-002,2026-05-18 16:00:00,437.61,kWh,MTR-002
CLI-003,2026-05-18 16:00:00,474.37,kWh,MTR-003
CLI-002,2026-05-18 17:00:00,556.76,kWh,MTR-002
CLI-003,2026-05-18 17:00:00,457.15,kWh,MTR-003
CLI-002,2026-05-18 18:00:00,588.18,kWh,MTR-002
CLI-003,2026-05-18 18:00:00,485.03,kWh,MTR-003
CLI-002,2026-05-18 19:00:00,591.28,kWh,MTR-002
CLI-003,2026-05-18 19:00:00,29295.11,kWh,MTR-003
CLI-002,2026-05-18 20:00:00,625.19,kWh,MTR-002
CLI-003,2026-05-18 20:00:00,353.77,kWh,MTR-003
CLI-002,2026-05-18 21:00:00,639.21,kWh,MTR-002
CLI-003,2026-05-18 21:00:00,353.86,kWh,MTR-003
CLI-002,2026-05-18 22:00:00,640.93,kWh,MTR-002
CLI-003,2026-05-18 22:00:00,324.04,kWh,MTR-003
CLI-002,2026-05-18 23:00:00,641.41,kWh,MTR-002
CLI-003,2026-05-18 23:00:00,358.43,kWh,MTR-003
CLI-002,2026-05-19 00:00:00,623.55,kWh,MTR-002
CLI-003,2026-05-19 00:00:00,351.48,kWh,MTR-003
CLI-002,2026-05-19 01:00:00,596.48,kWh,MTR-002
CLI-003,2026-05-19 01:00:00,325.09,kWh,MTR-003
CLI-002,2026-05-19 02:00:00,602.41,kWh,MTR-002
CLI-003,2026-05-19 02:00:00,358.61,kWh,MTR-003
CLI-002,2026-05-19 03:00:00,642.73,kWh,MTR-002
CLI-003,2026-05-19 03:00:00,342.62,kWh,MTR-003
CLI-002,2026-05-19 04:00:00,591.66,kWh,MTR-002
CLI-003,2026-05-19 04:00:00,326.72,kWh,MTR-003
CLI-002,2026-05-19 05:00:00,619.74,kWh,MTR-002
CLI-003,2026-05-19 05:00:00,337.87,kWh,MTR-003
CLI-002,2026-05-19 06:00:00,592.97,kWh,MTR-002
CLI-003,2026-05-19 06:00:00,320.05,kWh,MTR-003
CLI-002,2026-05-19 07:00:00,568.28,kWh,MTR-002
CLI-003,2026-05-19 07:00:00,459.88,kWh,MTR-003
CLI-002,2026-05-19 08:00:00,509.33,kWh,MTR-002
CLI-003,2026-05-19 08:00:00,477.68,kWh,MTR-003
CLI-002,2026-05-19 09:00:00,408.86,kWh,MTR-002
CLI-003,2026-05-19 09:00:00,483.83,kWh,MTR-003
CLI-002,2026-05-19 10:00:00,424.73,kWh,MTR-002
CLI-003,2026-05-19 10:00:00,468.29,kWh,MTR-003
CLI-002,2026-05-19 11:00:00,309.65,kWh,MTR-002
CLI-003,2026-05-19 11:00:00,472.16,kWh,MTR-003
CLI-002,2026-05-19 12:00:00,310.28,kWh,MTR-002
CLI-003,2026-05-19 12:00:00,462.26,kWh,MTR-003
CLI-002,2026-05-19 13:00:00,384.26,kWh,MTR-002
CLI-003,2026-05-19 13:00:00,449.13,kWh,MTR-003
CLI-002,2026-05-19 14:00:00,362.98,kWh,MTR-002
CLI-003,2026-05-19 14:00:00,462.31,kWh,MTR-003
CLI-002,2026-05-19 15:00:00,408.16,kWh,MTR-002
CLI-003,2026-05-19 15:00:00,447.59,kWh,MTR-003
CLI-002,2026-05-19 16:00:00,463.7,kWh,MTR-002
CLI-003,2026-05-19 16:00:00,475.2,kWh,MTR-003
CLI-002,2026-05-19 17:00:00,532.81,kWh,MTR-002
CLI-003,2026-05-19 17:00:00,484.55,kWh,MTR-003
CLI-002,2026-05-19 18:00:00,610.15,kWh,MTR-002
CLI-003,2026-05-19 18:00:00,487.34,kWh,MTR-003
CLI-002,2026-05-19 19:00:00,587.1,kWh,MTR-002
CLI-003,2026-05-19 19:00:00,358.89,kWh,MTR-003
CLI-002,2026-05-19 20:00:00,644.18,kWh,MTR-002
CLI-003,2026-05-19 20:00:00,359.89,kWh,MTR-003
CLI-002,2026-05-19 21:00:00,638.76,kWh,MTR-002
CLI-003,2026-05-19 21:00:00,322.68,kWh,MTR-003
CLI-002,2026-05-19 22:00:00,594.33,kWh,MTR-002
CLI-003,2026-05-19 22:00:00,354.94,kWh,MTR-003
CLI-002,2026-05-19 23:00:00,604.37,kWh,MTR-002
CLI-003,2026-05-19 23:00:00,325.93,kWh,MTR-003
CLI-002,2026-05-20 00:00:00,639.74,kWh,MTR-002
CLI-003,2026-05-20 00:00:00,324.04,kWh,MTR-003
CLI-002,2026-05-20 01:00:00,603.76,kWh,MTR-002
CLI-003,2026-05-20 01:00:00,339.42,kWh,MTR-003
CLI-002,2026-05-20 02:00:00,585.07,kWh,MTR-002
CLI-003,2026-05-20 02:00:00,347.75,kWh,MTR-003
CLI-002,2026-05-20 03:00:00,591.63,kWh,MTR-002
CLI-003,2026-05-20 03:00:00,356.83,kWh,MTR-003
CLI-002,2026-05-20 04:00:00,596.21,kWh,MTR-002
CLI-003,2026-05-20 04:00:00,339.66,kWh,MTR-003
CLI-002,2026-05-20 05:00:00,584.41,kWh,MTR-002
CLI-003,2026-05-20 05:00:00,337.72,kWh,MTR-003
CLI-002,2026-05-20 06:00:00,620.19,kWh,MTR-002
CLI-003,2026-05-20 06:00:00,328.46,kWh,MTR-003
CLI-002,2026-05-20 07:00:00,557.39,kWh,MTR-002
CLI-003,2026-05-20 07:00:00,450.69,kWh,MTR-003
CLI-002,2026-05-20 08:00:00,530.4,kWh,MTR-002
CLI-003,2026-05-20 08:00:00,493.43,kWh,MTR-003
CLI-002,2026-05-20 09:00:00,454.45,kWh,MTR-002
CLI-003,2026-05-20 09:00:00,474.27,kWh,MTR-003
CLI-002,2026-05-20 10:00:00,418.05,kWh,MTR-002
CLI-003,2026-05-20 10:00:00,468.97,kWh,MTR-003
CLI-002,2026-05-20 11:00:00,389.95,kWh,MTR-002
CLI-003,2026-05-20 11:00:00,458.68,kWh,MTR-003
CLI-002,2026-05-20 12:00:00,382.76,kWh,MTR-002
CLI-003,2026-05-20 12:00:00,459.21,kWh,MTR-003
CLI-002,2026-05-20 13:00:00,,kWh,MTR-002
CLI-003,2026-05-20 13:00:00,469.25,kWh,MTR-003
CLI-001,2026-05-20 14:00:00,557.36,kWh,MTR-001
CLI-002,2026-05-20 14:00:00,386.5,kWh,MTR-002
CLI-003,2026-05-20 14:00:00,459.08,kWh,MTR-003
CLI-001,2026-05-20 15:00:00,545.94,kWh,MTR-001
CLI-002,2026-05-20 15:00:00,393.14,kWh,MTR-002
CLI-003,2026-05-20 15:00:00,479.96,kWh,MTR-003
CLI-001,2026-05-20 16:00:00,528.72,kWh,MTR-001
CLI-002,2026-05-20 16:00:00,474.43,kWh,MTR-002
CLI-003,2026-05-20 16:00:00,486.47,kWh,MTR-003
CLI-001,2026-05-20 17:00:00,536.89,kWh,MTR-001
CLI-002,2026-05-20 17:00:00,537.4,kWh,MTR-002
CLI-003,2026-05-20 17:00:00,495.15,kWh,MTR-003
CLI-001,2026-05-20 18:00:00,528.0,kWh,MTR-001
CLI-002,2026-05-20 18:00:00,622.65,kWh,MTR-002
CLI-003,2026-05-20 18:00:00,491.14,kWh,MTR-003
CLI-001,2026-05-20 19:00:00,513.49,kWh,MTR-001
CLI-002,2026-05-20 19:00:00,577.47,kWh,MTR-002
CLI-003,2026-05-20 19:00:00,342.88,kWh,MTR-003
CLI-001,2026-05-20 20:00:00,538.12,kWh,MTR-001
CLI-002,2026-05-20 20:00:00,612.42,kWh,MTR-002
CLI-003,2026-05-20 20:00:00,356.26,kWh,MTR-003
CLI-001,2026-05-20 21:00:00,520.59,kWh,MTR-001
CLI-002,2026-05-20 21:00:00,633.84,kWh,MTR-002
CLI-003,2026-05-20 21:00:00,327.25,kWh,MTR-003
CLI-001,2026-05-20 22:00:00,63.2,kWh,MTR-001
CLI-002,2026-05-20 22:00:00,631.58,kWh,MTR-002
CLI-003,2026-05-20 22:00:00,327.32,kWh,MTR-003
CLI-001,2026-05-20 23:00:00,68.39,kWh,MTR-001
CLI-002,2026-05-20 23:00:00,599.87,kWh,MTR-002
CLI-003,2026-05-20 23:00:00,332.28,kWh,MTR-003
CLI-001,2026-05-21 00:00:00,68.28,kWh,MTR-001
CLI-002,2026-05-21 00:00:00,595.58,kWh,MTR-002
CLI-003,2026-05-21 00:00:00,338.82,kWh,MTR-003
CLI-001,2026-05-21 01:00:00,74.59,kWh,MTR-001
CLI-002,2026-05-21 01:00:00,579.99,kWh,MTR-002
CLI-003,2026-05-21 01:00:00,340.02,kWh,MTR-003
CLI-001,2026-05-21 02:00:00,69.54,kWh,MTR-001
CLI-002,2026-05-21 02:00:00,578.78,kWh,MTR-002
CLI-003,2026-05-21 02:00:00,325.49,kWh,MTR-003
CLI-001,2026-05-21 03:00:00,70.23,kWh,MTR-001
CLI-002,2026-05-21 03:00:00,638.46,kWh,MTR-002
CLI-003,2026-05-21 03:00:00,332.66,kWh,MTR-003
CLI-001,2026-05-21 04:00:00,79.47,kWh,MTR-001
CLI-002,2026-05-21 04:00:00,619.17,kWh,MTR-002
CLI-003,2026-05-21 04:00:00,345.38,kWh,MTR-003
CLI-003,2026-05-21 04:00:00,345.38,kWh,MTR-003
CLI-001,2026-05-21 05:00:00,66.84,kWh,MTR-001
CLI-002,2026-05-21 05:00:00,586.8,kWh,MTR-002
CLI-003,2026-05-21 05:00:00,339.58,kWh,MTR-003
CLI-001,2026-05-21 06:00:00,547.04,kWh,MTR-001
CLI-002,2026-05-21 06:00:00,619.34,kWh,MTR-002
CLI-003,2026-05-21 06:00:00,358.61,kWh,MTR-003
CLI-001,2026-05-21 07:00:00,543.02,kWh,MTR-001
CLI-002,2026-05-21 07:00:00,546.61,kWh,MTR-002
CLI-003,2026-05-21 07:00:00,474.05,kWh,MTR-003
CLI-001,2026-05-21 08:00:00,530.13,kWh,MTR-001
CLI-002,2026-05-21 08:00:00,499.42,kWh,MTR-002
